seal,condition,vocalization_i,duration
Ella,after,81,0.9334245607917169
Ella,before,50,0.9972710487882079
Sjef,after,78,1.2050230613610244
Sjef,after,40,1.2239530293949263
Sjef,after,64,1.3836226016046342
Ella,after,56,0.9695835872320493
Sjef,before,52,1.103237430965232
Sjef,before,4,1.138789827594635
Ella,after,30,0.9455956900340864
Sjef,before,21,1.0968501588956434
Ella,after,43,1.2567094526207965
Ella,after,36,1.0488584025448564
Ella,before,71,1.0312677647426232
Ella,after,49,0.9443315312648803
Sjef,after,15,1.0916804304537129
Sjef,after,46,1.046328318935264
Sjef,before,69,0.995106952899733
Ella,after,1,0.9890189510890482
Sjef,after,66,1.0227564789314634
Ella,after,37,0.912818679398882
Ella,before,26,1.0346772876930053
Ella,before,55,0.845267895337523
Sjef,before,12,1.1051024429452638
Sjef,before,38,0.996943371648026
Sjef,before,7,1.2772002261411735
Ella,after,78,1.0122069852064173
Sjef,after,55,1.3116461602718876
Sjef,after,0,1.0918745146987612
Ella,after,21,0.9157259172571051
Sjef,before,89,1.0859644413871627
Sjef,before,30,1.0009947460960988
Sjef,after,43,1.164382098358489
Ella,after,26,1.1485185720984525
Ella,after,35,1.1026394316889965
Ella,before,101,0.9493116635140293
Ella,before,48,1.0489921560531048
Ella,after,71,1.3717604590851609
Sjef,before,15,0.9984027879106059
Sjef,before,28,0.8807217960505433
Ella,before,27,1.0174773745753165
Sjef,after,11,1.032412593346273
Ella,after,88,1.0910918617677234
Ella,after,6,0.9145780592885493
Sjef,before,54,1.1661949707287376
Ella,before,103,1.2605792265468665
Sjef,after,84,1.2133745865252215
Ella,after,79,1.3557081002899747
Ella,before,73,1.218426036592069
Sjef,before,51,0.9647595284728467
Sjef,before,104,1.3939258341906537
Ella,before,33,0.9683783864535235
Ella,after,77,1.0453944084394855
Ella,before,60,1.2512370252559093
Ella,before,105,1.1820839699930146
Sjef,before,85,0.838201973965585
Ella,after,48,1.5067893891893143
Sjef,after,42,1.1650684012581274
Sjef,before,82,1.1014420133814384
Sjef,before,23,1.0582879674567696
Sjef,before,31,1.0659662137388435
Sjef,after,6,1.2953546765420059
Sjef,before,76,0.9953395557783465
Ella,before,93,1.1756138860907457
Sjef,before,20,1.026007438739103
Ella,after,76,1.4132046714220867
Ella,before,4,0.9640069983397098
Sjef,after,72,1.003496617689159
Sjef,after,86,1.1317084795355605
Ella,after,23,1.2282494905154147
Sjef,after,76,1.251560942321983
Sjef,before,6,1.0916482053422598
Sjef,before,27,1.0503958171007084
Ella,before,2,1.0495620144615296
Sjef,after,19,1.095265976755986
Ella,before,46,1.2195262114609438
Sjef,after,36,1.3050034454052293
Sjef,before,78,1.1705440646343248
Sjef,before,10,1.1141828118441246
Sjef,before,46,1.1023130460769925
Sjef,after,54,1.3867950542896983
Sjef,before,62,1.042073999741597
Ella,before,70,1.231015323090418
Ella,after,69,1.281545832696301
Ella,before,7,1.1150790287621397
Sjef,before,37,0.9747686059697848
Sjef,after,93,0.9953105241114965
Sjef,after,77,1.2878998431275235
Ella,before,52,1.3983117692408011
Ella,after,12,1.356107283931391
Ella,before,36,1.2026193349905456
Sjef,after,94,0.9001773586218091
Sjef,before,91,1.1794556844663813
Ella,after,34,1.2733893718924347
Sjef,before,8,1.2090630922035197
Sjef,after,69,1.2486478683499147
Sjef,after,71,1.224809863858507
Ella,before,99,0.951781622799197
Sjef,after,26,1.2448603711387407
Ella,before,38,1.1448120521189036
Sjef,before,1,1.0908176718518934
Sjef,after,82,1.0909409420868799
Sjef,after,37,1.3448190325342233
Sjef,after,96,1.2951353518970712
Sjef,after,30,1.271134801215117
Sjef,after,83,1.1606663236172976
Sjef,before,41,0.9881853886232908
Ella,before,72,1.131539125126694
Sjef,before,0,1.0229963351386226
Sjef,after,56,1.3093307650000692
Ella,before,88,1.0896304046657983
Ella,before,49,1.0242479625811267
Sjef,before,99,1.3227966256039894
Sjef,after,8,1.2922870432292628
Sjef,after,59,1.1571724664091865
Ella,before,30,1.3195567762604288
Ella,after,54,1.0491902262074737
Ella,before,77,1.0418083649632466
Ella,before,21,1.2005551672071066
Ella,before,54,1.2863926202650247
Sjef,before,67,1.1875342226403458
Ella,before,28,0.9700223740017136
Ella,before,79,0.9130580814399355
Sjef,before,44,1.3914220200051397
Ella,before,76,0.9936368171981865
Ella,before,95,1.0393180602311398
Sjef,before,81,1.1209100896022155
Ella,after,86,1.134625021950166
Sjef,before,55,1.062715101326354
Sjef,after,79,1.2967714024293897
Sjef,after,50,1.0759105495097263
Sjef,before,101,1.3920154802125007
Ella,before,12,0.947980223871184
Sjef,after,95,1.0943456806630636
Ella,before,78,1.0387296235130563
Ella,after,24,1.475672235329654
Sjef,before,75,1.1971818185291194
Sjef,after,29,1.1056584418709408
Ella,before,10,0.9630533232764273
Sjef,before,24,1.1777325903297966
Sjef,before,74,1.265899826821512
Ella,after,60,0.8784503162570324
Ella,after,3,1.0792772345239248
Ella,before,56,1.0464672567665791
Ella,before,97,1.042929454086465
Sjef,after,65,0.9813084661440988
Ella,before,14,1.0947846526714904
Ella,after,18,1.1893875488907437
Ella,before,53,0.9620563795459951
Sjef,after,97,1.1463383382742505
Ella,before,9,1.1882952925105483
Sjef,before,47,1.2436770087174545
Ella,before,22,1.1692383429206998
Sjef,before,49,1.0854210884202473
Sjef,before,33,1.1221309438778213
Sjef,before,16,1.14686141832192
Ella,before,8,1.319194996687193
Ella,before,31,1.0837384872699394
Sjef,after,32,1.4110568952079028
Sjef,before,19,1.4159583520067973
Ella,after,11,1.1380983991633082
Ella,after,74,0.8659855201844724
Sjef,before,98,1.0907748471419279
Sjef,before,66,1.3661504388452932
Ella,after,46,0.9230748877223182
Sjef,after,88,1.1489172993671208
Ella,before,24,1.1814095937409295
Ella,before,75,1.1862765637840973
Ella,after,27,0.9195110006814976
Sjef,after,49,1.0859431535967934
Ella,before,44,1.1153525500399055
Sjef,after,10,1.1761979427785065
Ella,after,84,1.0746756435523075
Sjef,before,92,1.391200818891434
Sjef,before,25,1.3081766071502812
Ella,after,58,1.0007608127969445
Sjef,before,60,1.1418203688676904
Ella,before,63,1.2641120017655267
Ella,after,61,1.1053568587827336
Ella,after,40,1.0664240112721874
Sjef,before,53,1.0995708293748863
Sjef,before,43,1.1813443176729117
Ella,after,14,0.9718956332926284
Sjef,before,22,0.9547323464668958
Ella,after,5,1.0355328369006176
Ella,after,55,1.0686256525545543
Sjef,before,5,1.0716753573252722
Sjef,after,61,1.4325816101224336
Sjef,before,9,1.328639662337028
Sjef,after,44,1.2403889554601009
Ella,after,39,0.9958075271550791
Ella,before,15,1.0716330070110256
Ella,before,74,1.0507091185077342
Ella,before,0,0.8978070626858654
Sjef,before,35,0.9543265207106112
Ella,before,91,0.8948935701941753
Ella,before,41,1.2668086301006358
Ella,before,47,0.8760357025757127
Sjef,after,62,1.123200035015388
Ella,before,80,1.1919644284465052
Ella,before,65,0.901582660021217
Sjef,after,41,1.0707061344629167
Ella,before,81,1.024405399920787
Ella,before,6,1.2481578106504054
Sjef,after,35,1.1082916168902868
Sjef,after,5,1.3612266770133519
Ella,after,57,1.1542933243954796
Ella,before,59,1.2350663806417357
Sjef,before,11,1.04522837402717
Sjef,before,79,1.1417276065040736
Sjef,after,68,1.079485514466395
Ella,before,85,1.2261306525951783
Sjef,before,61,1.1346926216915685
Sjef,before,57,1.2787017858965342
Sjef,after,92,1.0173613439548352
Ella,after,53,1.1431717932573917
Ella,before,67,0.9539196352104198
Ella,after,4,1.3861817026723962
Sjef,after,31,0.9837041537648044
Ella,before,100,1.068146107512398
Ella,before,82,1.10566288617104
Sjef,before,90,0.9222589496283858
Sjef,after,14,1.278147505580447
Sjef,after,85,1.3060455125270298
Sjef,before,26,1.0411490559655283
Sjef,before,100,1.2154339166618473
Sjef,before,88,1.1750105093774106
Sjef,before,68,1.0369838348357268
Sjef,after,18,1.026999500644038
Ella,after,28,0.7672924264402826
Ella,before,102,1.0457798980413051
Sjef,before,70,1.3059078992849011
Sjef,after,20,1.2299852005665215
Sjef,after,16,1.0518762735736598
Ella,after,31,1.0070621622714269
Sjef,after,63,1.2007139248624856
Ella,before,5,1.2684087651245959
Ella,after,64,1.055524510557881
Ella,before,62,1.025550106449058
Sjef,after,13,1.4169429790190025
Ella,before,20,1.0436120256749615
Ella,before,25,1.5491467837466955
Ella,after,7,1.1065284264720372
Ella,before,32,0.9659769132914208
Ella,before,42,1.1432597968508105
Ella,after,2,1.1159278997017832
Ella,after,51,0.932212912985095
Ella,before,69,1.1286545988456573
Sjef,before,96,1.1265005711584286
Sjef,after,51,1.2141665877798622
Sjef,after,58,1.5602315031026646
Sjef,after,100,1.3865865274861207
Sjef,after,47,1.1681682953195796
Sjef,after,80,1.2180272377717505
Sjef,before,32,1.0231522502102828
Sjef,before,83,1.1552920449013464
Sjef,after,24,1.22887651095525
Ella,before,61,1.0441756292835929
Ella,after,82,1.1909288743751572
Sjef,after,81,1.2620421384416416
Ella,before,45,1.1551875044367381
Ella,after,70,1.15113163446186
Ella,after,29,1.1221380759807957
Sjef,after,67,0.9814221303336133
Sjef,after,73,0.9026782194639473
Sjef,before,18,1.527139602211038
Sjef,after,34,1.3100669593385452
Ella,after,73,0.8859219037500412
Sjef,before,77,1.0732754676161116
Ella,after,38,0.8249432795645228
Sjef,before,48,1.1944086894773334
Sjef,after,87,1.26071789409892
Ella,after,10,1.2276629831170947
Sjef,before,36,1.4587623050963119
Ella,before,29,1.2165725355429273
Sjef,before,39,1.4093026245375602
Ella,before,64,1.0705400588708054
Sjef,before,105,1.195004569520841
Sjef,after,60,0.9359299260497678
Ella,after,85,1.0480598960994378
Ella,before,96,1.355627659056171
Ella,before,40,1.1423715270530088
Ella,after,33,1.0518271872548144
Ella,after,52,1.2465652305197241
Sjef,before,13,1.1676168492587646
Sjef,before,56,1.199602363497241
Ella,after,0,1.0879068793583138
Sjef,after,21,1.358669666399112
Sjef,after,4,1.1591554216592954
Sjef,before,84,1.3498287891565361
Ella,after,19,1.0383469522001365
Ella,after,83,1.0103779752195856
Sjef,after,7,1.4696303119523275
Ella,after,44,0.9937609997257223
Ella,before,86,1.0863960178737575
Ella,before,92,0.9422368944150197
Sjef,before,50,1.1169052041229413
Sjef,before,29,1.1131105346691583
Sjef,after,28,0.9293584721581089
Sjef,before,63,1.1778561719740666
Ella,after,42,1.0979730114955801
Sjef,before,86,1.1034097275924728
Ella,before,11,1.1698509346062294
Sjef,before,2,1.2641779049984463
Sjef,before,58,1.1556829052923854
Ella,before,98,1.240220158037979
Ella,after,87,1.3441693218791355
Sjef,after,57,1.2656288333027756
Ella,before,1,1.1260500486144038
Ella,after,62,1.381209072382714
Sjef,after,25,1.1956460097575465
Ella,before,89,0.844670328682941
Sjef,before,42,1.0864342426471683
Ella,before,39,1.1240621933381914
Ella,before,90,0.8774304729444943
Sjef,after,48,1.4119739977607682
Ella,before,18,1.0767943227280352
Sjef,after,99,1.3481150181522878
Sjef,after,9,0.9848137315855844
Ella,after,47,0.9588256029904997
Sjef,before,93,0.9468323368836132
Sjef,before,94,1.2564340600399326
Sjef,after,38,1.2185543178542733
Ella,before,3,1.1005440646015139
Sjef,after,3,1.3001753268331153
Sjef,before,64,1.1217306205867694
Sjef,before,87,1.1585614302474345
Sjef,after,1,1.3323592719570754
Sjef,before,73,0.9235805153853919
Sjef,after,70,1.2611673047314955
Ella,before,43,1.2287609645195294
Ella,after,41,1.4231481409190363
Ella,before,19,1.0310921459960711
